"","Project_Name","Site_Year_Code","Site","Year","Habitat","Taxa_lvl1","Taxa_lvl2","Taxa_lvl3","Taxa_lvl4","Taxa_lvl5","Resource_Code","Resource_Name","Percent_Using","Percent_Attempting_to_Harvest","Percent_Harvesting","Percent_Receiving","Percent_Giving","Reported_Pounds_Harvested","Estimated_Total_Pounds_Harvested","Lower_Pounds_Harvested","Upper_Pounds_Harvested","Mean_Pounds_Per_Household","Percapita_Pounds_Harvested","Conversion_Units_To_Pounds","Resource_Harvest_Units","Number_Of_Resource_Harvested","Estimated_Amount_Harvested","Mean_Grams_Per_Capita_Use","Mean_Pounds_Per_Capita_Use","Mean_Grams_Percapita_Harvest"
"306","Marine Mammals 2003","Saxman_2003","Saxman","2003","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,200,"Ind.",0,0,NA,NA,NA
"307","Marine Mammals 2004","Saxman_2004","Saxman","2004","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,200,"Ind.",0,0,NA,NA,NA
"308","Marine Mammals 2005","Saxman_2005","Saxman","2005","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"309","Marine Mammals 2006","Saxman_2006","Saxman","2006","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"310","Marine Mammals 2007","Saxman_2007","Saxman","2007","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"311","Marine Mammals 2008","Saxman_2008","Saxman","2008","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"312","Marine Mammals 1995","Sitka_1995","Sitka","1995","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,NA,7963,7451,8474,NA,NA,56,"Ind.",NA,94,NA,NA,NA
"313","Marine Mammals 1996","Sitka_1996","Sitka","1996","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,NA,10972,5368,16577,NA,NA,56,"Ind.",NA,127,NA,NA,NA
"314","Marine Mammals 1997","Sitka_1997","Sitka","1997","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,10384.5,12820,11272,14369,NA,NA,56,"Ind.",122,151,NA,NA,NA
"315","Marine Mammals 1998","Sitka_1998","Sitka","1998","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,18599,20268,17345,23191,NA,NA,56,"Ind.",218,238,NA,NA,NA
"316","Marine Mammals 2000","Sitka_2000","Sitka","2000","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,21710.5,23471,22063,24879,NA,NA,56,"Ind.",256,277,NA,NA,NA
"317","Marine Mammals 2001","Sitka_2001","Sitka","2001","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,10360,19997,11590,28405,NA,NA,56,"Ind.",125,241,NA,NA,NA
"318","Marine Mammals 2002","Sitka_2002","Sitka","2002","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,9562,14232,NA,NA,NA,NA,56,"Ind.",114,170,NA,NA,NA
"319","Marine Mammals 2003","Sitka_2003","Sitka","2003","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,14049,18212,NA,NA,NA,NA,56,"Ind.",170,220,NA,NA,NA
"320","Marine Mammals 2004","Sitka_2004","Sitka","2004","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,11700.5,11883,NA,NA,NA,NA,56,"Ind.",139,141,NA,NA,NA
"321","Marine Mammals 2005","Sitka_2005","Sitka","2005","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,1953,1953,1953,1953,NA,NA,56,"Ind.",23,23,NA,NA,NA
"322","Marine Mammals 2006","Sitka_2006","Sitka","2006","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,11700.5,11883,11700,12943,NA,NA,56,"Ind.",139,141,NA,NA,NA
"323","Marine Mammals 1995","Sitka_1995","Sitka","1995","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,200,"Ind.",NA,0,NA,NA,NA
"324","Marine Mammals 1996","Sitka_1996","Sitka","1996","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,200,"Ind.",NA,0,NA,NA,NA
"325","Marine Mammals 1997","Sitka_1997","Sitka","1997","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"326","Marine Mammals 1998","Sitka_1998","Sitka","1998","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,600,654,381,927,NA,NA,200,"Ind.",3,3,NA,NA,NA
"327","Marine Mammals 2000","Sitka_2000","Sitka","2000","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"328","Marine Mammals 2001","Sitka_2001","Sitka","2001","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"329","Marine Mammals 2002","Sitka_2002","Sitka","2002","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,800,1191,NA,NA,NA,NA,200,"Ind.",4,6,NA,NA,NA
"330","Marine Mammals 2003","Sitka_2003","Sitka","2003","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,200,"Ind.",0,0,NA,NA,NA
"331","Marine Mammals 2004","Sitka_2004","Sitka","2004","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,200,"Ind.",0,0,NA,NA,NA
"332","Marine Mammals 2005","Sitka_2005","Sitka","2005","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"333","Marine Mammals 2006","Sitka_2006","Sitka","2006","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"334","Marine Mammals 2007","Sitka_2007","Sitka","2007","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"335","Marine Mammals 2008","Sitka_2008","Sitka","2008","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"336","Marine Mammals 1995","Wrangell_1995","Wrangell","1995","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,4228,7399,1433,13365,NA,NA,56,"Ind.",51,89,NA,NA,NA
"337","Marine Mammals 1996","Wrangell_1996","Wrangell","1996","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,5561.5,6488,2751,10226,NA,NA,56,"Ind.",68,79,NA,NA,NA
"338","Marine Mammals 1997","Wrangell_1997","Wrangell","1997","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,4879,5692,1807,9577,NA,NA,56,"Ind.",59,69,NA,NA,NA
"339","Marine Mammals 1998","Wrangell_1998","Wrangell","1998","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,14318.5,14319,14319,14319,NA,NA,56,"Ind.",174,174,NA,NA,NA
"340","Marine Mammals 2000","Wrangell_2000","Wrangell","2000","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,1557.5,2336,147,4525,NA,NA,56,"Ind.",19,29,NA,NA,NA
"341","Marine Mammals 2001","Wrangell_2001","Wrangell","2001","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,1295,1295,1295,1295,NA,NA,56,"Ind.",16,16,NA,NA,NA
"342","Marine Mammals 2002","Wrangell_2002","Wrangell","2002","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,1673,1673,NA,NA,NA,NA,56,"Ind.",20,20,NA,NA,NA
"343","Marine Mammals 2003","Wrangell_2003","Wrangell","2003","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,4301.5,5735,NA,NA,NA,NA,56,"Ind.",51,68,NA,NA,NA
"344","Marine Mammals 2004","Wrangell_2004","Wrangell","2004","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,1680,2800,NA,NA,NA,NA,56,"Ind.",20,33,NA,NA,NA
"345","Marine Mammals 2005","Wrangell_2005","Wrangell","2005","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,1680,2800,1680,5524,NA,NA,56,"Ind.",20,33,NA,NA,NA
"346","Marine Mammals 2006","Wrangell_2006","Wrangell","2006","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,1680,2800,1680,5524,NA,NA,56,"Ind.",20,33,NA,NA,NA
"347","Marine Mammals 1995","Wrangell_1995","Wrangell","1995","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"348","Marine Mammals 1996","Wrangell_1996","Wrangell","1996","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"349","Marine Mammals 1997","Wrangell_1997","Wrangell","1997","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"350","Marine Mammals 1998","Wrangell_1998","Wrangell","1998","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"351","Marine Mammals 2000","Wrangell_2000","Wrangell","2000","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"352","Marine Mammals 2001","Wrangell_2001","Wrangell","2001","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"353","Marine Mammals 2002","Wrangell_2002","Wrangell","2002","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,200,"Ind.",0,0,NA,NA,NA
"354","Marine Mammals 2003","Wrangell_2003","Wrangell","2003","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,200,"Ind.",0,0,NA,NA,NA
"355","Marine Mammals 2004","Wrangell_2004","Wrangell","2004","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,200,"Ind.",0,0,NA,NA,NA
"356","Marine Mammals 2005","Wrangell_2005","Wrangell","2005","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"357","Marine Mammals 2006","Wrangell_2006","Wrangell","2006","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"358","Marine Mammals 2007","Wrangell_2007","Wrangell","2007","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"359","Marine Mammals 1995","Yakutat_1995","Yakutat","1995","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,43414,50804,39901,61706,NA,NA,56,"Ind.",526,616,NA,NA,NA
"360","Marine Mammals 1996","Yakutat_1996","Yakutat","1996","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,51058,52819,47843,57794,NA,NA,56,"Ind.",619,640,NA,NA,NA
"361","Marine Mammals 1997","Yakutat_1997","Yakutat","1997","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,33421.5,40663,32879,48447,NA,NA,56,"Ind.",404,492,NA,NA,NA
"362","Marine Mammals 1998","Yakutat_1998","Yakutat","1998","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,22634.5,24049,21809,26289,NA,NA,56,"Ind.",272,289,NA,NA,NA
"363","Marine Mammals 2000","Yakutat_2000","Yakutat","2000","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,12827.5,16203,13351,19055,NA,NA,56,"Ind.",153,193,NA,NA,NA
"364","Marine Mammals 2001","Yakutat_2001","Yakutat","2001","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,14878.5,17358,14747,19970,NA,NA,56,"Ind.",179,209,NA,NA,NA
"365","Marine Mammals 2002","Yakutat_2002","Yakutat","2002","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,6828.5,9294,NA,NA,NA,NA,56,"Ind.",81,110,NA,NA,NA
"366","Marine Mammals 2003","Yakutat_2003","Yakutat","2003","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,18011,21086,NA,NA,NA,NA,56,"Ind.",215,252,NA,NA,NA
"367","Marine Mammals 2004","Yakutat_2004","Yakutat","2004","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,10101,12432,NA,NA,NA,NA,56,"Ind.",120,148,NA,NA,NA
"368","Marine Mammals 2005","Yakutat_2005","Yakutat","2005","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,11175.5,11695,11176,14241,NA,NA,56,"Ind.",134,140,NA,NA,NA
"369","Marine Mammals 2006","Yakutat_2006","Yakutat","2006","Marine","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","300806000","Harbor Seal",NA,NA,NA,NA,NA,10367,11662,10367,14418,NA,NA,56,"Ind.",122,137,NA,NA,NA
"370","Marine Mammals 1995","Yakutat_1995","Yakutat","1995","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"371","Marine Mammals 1996","Yakutat_1996","Yakutat","1996","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"372","Marine Mammals 1997","Yakutat_1997","Yakutat","1997","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"373","Marine Mammals 1998","Yakutat_1998","Yakutat","1998","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"374","Marine Mammals 2000","Yakutat_2000","Yakutat","2000","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"375","Marine Mammals 2001","Yakutat_2001","Yakutat","2001","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"376","Marine Mammals 2002","Yakutat_2002","Yakutat","2002","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,200,"Ind.",0,0,NA,NA,NA
"377","Marine Mammals 2003","Yakutat_2003","Yakutat","2003","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,200,"Ind.",0,0,NA,NA,NA
"378","Marine Mammals 2004","Yakutat_2004","Yakutat","2004","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,200,"Ind.",0,0,NA,NA,NA
"379","Marine Mammals 2005","Yakutat_2005","Yakutat","2005","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"380","Marine Mammals 2006","Yakutat_2006","Yakutat","2006","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"381","Marine Mammals 2007","Yakutat_2007","Yakutat","2007","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
"382","Marine Mammals 2008","Yakutat_2008","Yakutat","2008","Marine","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","301200000","Steller Sea Lion",NA,NA,NA,NA,NA,0,0,0,0,NA,NA,200,"Ind.",0,0,NA,NA,NA
